"api","safari","chrome","firefox",
"USBIsochronousOutTransferResult#packets","FALSE","TRUE","FALSE",
"USBOutTransferResult#bytesWritten","FALSE","TRUE","FALSE",
"USBOutTransferResult#status","FALSE","TRUE","FALSE",
"UserActivation#hasBeenActive","FALSE","TRUE","FALSE",
"UserActivation#isActive","FALSE","TRUE","FALSE",
"UserMessageHandler#postMessage","TRUE","FALSE","FALSE",
"v8BreakIterator#adoptText","FALSE","TRUE","FALSE",
"v8BreakIterator#breakType","FALSE","TRUE","FALSE",
"v8BreakIterator#current","FALSE","TRUE","FALSE",
"v8BreakIterator#first","FALSE","TRUE","FALSE",
"v8BreakIterator#next","FALSE","TRUE","FALSE",
"v8BreakIterator#resolvedOptions","FALSE","TRUE","FALSE",
"v8BreakIterator#supportedLocalesOf","FALSE","TRUE","FALSE",
"VideoPlaybackQuality#corruptedVideoFrames","FALSE","TRUE","FALSE",
"VideoTrack#id","TRUE","FALSE","FALSE",
"VideoTrack#kind","TRUE","FALSE","FALSE",
"VideoTrack#label","TRUE","FALSE","FALSE",
"VideoTrack#language","TRUE","FALSE","FALSE",
"VideoTrack#selected","TRUE","FALSE","FALSE",
"VideoTrack#sourceBuffer","TRUE","FALSE","FALSE",
"VideoTrackList#getTrackById","TRUE","FALSE","FALSE",
"VideoTrackList#item","TRUE","FALSE","FALSE",
"VideoTrackList#length","TRUE","FALSE","FALSE",
"VideoTrackList#onaddtrack","TRUE","FALSE","FALSE",
"VideoTrackList#onchange","TRUE","FALSE","FALSE",
"VideoTrackList#onremovetrack","TRUE","FALSE","FALSE",
"VideoTrackList#selectedIndex","TRUE","FALSE","FALSE",
"VRDisplay#cancelAnimationFrame","FALSE","FALSE","TRUE",
"VRDisplay#capabilities","FALSE","FALSE","TRUE",
"VRDisplay#depthFar","FALSE","FALSE","TRUE",
"VRDisplay#depthNear","FALSE","FALSE","TRUE",
"VRDisplay#displayId","FALSE","FALSE","TRUE",
"VRDisplay#displayName","FALSE","FALSE","TRUE",
"VRDisplay#exitPresent","FALSE","FALSE","TRUE",
"VRDisplay#getEyeParameters","FALSE","FALSE","TRUE",
"VRDisplay#getFrameData","FALSE","FALSE","TRUE",
"VRDisplay#getLayers","FALSE","FALSE","TRUE",
"VRDisplay#getPose","FALSE","FALSE","TRUE",
"VRDisplay#isConnected","FALSE","FALSE","TRUE",
"VRDisplay#isPresenting","FALSE","FALSE","TRUE",
"VRDisplay#requestAnimationFrame","FALSE","FALSE","TRUE",
"VRDisplay#requestPresent","FALSE","FALSE","TRUE",
"VRDisplay#resetPose","FALSE","FALSE","TRUE",
"VRDisplay#stageParameters","FALSE","FALSE","TRUE",
"VRDisplay#submitFrame","FALSE","FALSE","TRUE",
"VRDisplayCapabilities#canPresent","FALSE","FALSE","TRUE",
"VRDisplayCapabilities#hasExternalDisplay","FALSE","FALSE","TRUE",
"VRDisplayCapabilities#hasOrientation","FALSE","FALSE","TRUE",
"VRDisplayCapabilities#hasPosition","FALSE","FALSE","TRUE",
"VRDisplayCapabilities#maxLayers","FALSE","FALSE","TRUE",
"VRDisplayEvent#display","FALSE","FALSE","TRUE",
"VRDisplayEvent#reason","FALSE","FALSE","TRUE",
"VREyeParameters#fieldOfView","FALSE","FALSE","TRUE",
"VREyeParameters#offset","FALSE","FALSE","TRUE",
"VREyeParameters#renderHeight","FALSE","FALSE","TRUE",
"VREyeParameters#renderWidth","FALSE","FALSE","TRUE",
"VRFieldOfView#downDegrees","FALSE","FALSE","TRUE",
"VRFieldOfView#leftDegrees","FALSE","FALSE","TRUE",
"VRFieldOfView#rightDegrees","FALSE","FALSE","TRUE",
"VRFieldOfView#upDegrees","FALSE","FALSE","TRUE",
"VRFrameData#leftProjectionMatrix","FALSE","FALSE","TRUE",
"VRFrameData#leftViewMatrix","FALSE","FALSE","TRUE",
"VRFrameData#pose","FALSE","FALSE","TRUE",
"VRFrameData#rightProjectionMatrix","FALSE","FALSE","TRUE",
"VRFrameData#rightViewMatrix","FALSE","FALSE","TRUE",
"VRFrameData#timestamp","FALSE","FALSE","TRUE",
"VRPose#angularAcceleration","FALSE","FALSE","TRUE",
"VRPose#angularVelocity","FALSE","FALSE","TRUE",
"VRPose#linearAcceleration","FALSE","FALSE","TRUE",
"VRPose#linearVelocity","FALSE","FALSE","TRUE",
"VRPose#orientation","FALSE","FALSE","TRUE",
"VRPose#position","FALSE","FALSE","TRUE",
"VRStageParameters#sittingToStandingTransform","FALSE","FALSE","TRUE",
"VRStageParameters#sizeX","FALSE","FALSE","TRUE",
"VRStageParameters#sizeZ","FALSE","FALSE","TRUE",
"VTTCue#lineAlign","FALSE","FALSE","TRUE",
"VTTCue#positionAlign","FALSE","FALSE","TRUE",
"VTTCue#region","FALSE","FALSE","TRUE",
"VTTCue#regionId","TRUE","FALSE","FALSE",
"VTTRegion#track","TRUE","FALSE","FALSE",
"WakeLock#request","FALSE","TRUE","FALSE",
"WakeLockSentinel#onrelease","FALSE","TRUE","FALSE",
"WakeLockSentinel#release","FALSE","TRUE","FALSE",
"WakeLockSentinel#released","FALSE","TRUE","FALSE",
"WakeLockSentinel#type","FALSE","TRUE","FALSE",
"WebGL2RenderingContext#makeXRCompatible","FALSE","TRUE","FALSE",
"WebGLRenderingContext#makeXRCompatible","FALSE","TRUE","FALSE",
"WebGLRenderingContext#releaseShaderCompiler","TRUE","FALSE","FALSE",
"WebKitAnimationEvent#animationName","TRUE","FALSE","FALSE",
"WebKitAnimationEvent#elapsedTime","TRUE","FALSE","FALSE",
"WebKitAnimationEvent#pseudoElement","TRUE","FALSE","FALSE",
"webkitAudioContext#activeSourceCount","TRUE","FALSE","FALSE",
"webkitAudioContext#close","TRUE","FALSE","FALSE",
"webkitAudioContext#createAnalyser","TRUE","FALSE","FALSE",
"webkitAudioContext#createBiquadFilter","TRUE","FALSE","FALSE",
"webkitAudioContext#createBuffer","TRUE","FALSE","FALSE",
"webkitAudioContext#createBufferSource","TRUE","FALSE","FALSE",
"webkitAudioContext#createChannelMerger","TRUE","FALSE","FALSE",
"webkitAudioContext#createChannelSplitter","TRUE","FALSE","FALSE",
"webkitAudioContext#createConvolver","TRUE","FALSE","FALSE",
"webkitAudioContext#createDelay","TRUE","FALSE","FALSE",
"webkitAudioContext#createDynamicsCompressor","TRUE","FALSE","FALSE",
"webkitAudioContext#createGain","TRUE","FALSE","FALSE",
"webkitAudioContext#createMediaElementSource","TRUE","FALSE","FALSE",
"webkitAudioContext#createMediaStreamDestination","TRUE","FALSE","FALSE",
"webkitAudioContext#createMediaStreamSource","TRUE","FALSE","FALSE",
"webkitAudioContext#createOscillator","TRUE","FALSE","FALSE",
"webkitAudioContext#createPanner","TRUE","FALSE","FALSE",
"webkitAudioContext#createPeriodicWave","TRUE","FALSE","FALSE",
"webkitAudioContext#createScriptProcessor","TRUE","FALSE","FALSE",
"webkitAudioContext#createWaveShaper","TRUE","FALSE","FALSE",
"webkitAudioContext#currentTime","TRUE","FALSE","FALSE",
"webkitAudioContext#decodeAudioData","TRUE","FALSE","FALSE",
"webkitAudioContext#destination","TRUE","FALSE","FALSE",
"webkitAudioContext#listener","TRUE","FALSE","FALSE",
"webkitAudioContext#oncomplete","TRUE","FALSE","FALSE",
"webkitAudioContext#onstatechange","TRUE","FALSE","FALSE",
"webkitAudioContext#resume","TRUE","FALSE","FALSE",
"webkitAudioContext#sampleRate","TRUE","FALSE","FALSE",
"webkitAudioContext#startRendering","TRUE","FALSE","FALSE",
"webkitAudioContext#state","TRUE","FALSE","FALSE",
"webkitAudioContext#suspend","TRUE","FALSE","FALSE",
"webkitAudioPannerNode#coneInnerAngle","TRUE","FALSE","FALSE",
"webkitAudioPannerNode#coneOuterAngle","TRUE","FALSE","FALSE",
"webkitAudioPannerNode#coneOuterGain","TRUE","FALSE","FALSE",
"webkitAudioPannerNode#distanceModel","TRUE","FALSE","FALSE",
"webkitAudioPannerNode#maxDistance","TRUE","FALSE","FALSE",
"webkitAudioPannerNode#panningModel","TRUE","FALSE","FALSE",
"webkitAudioPannerNode#refDistance","TRUE","FALSE","FALSE",
"webkitAudioPannerNode#rolloffFactor","TRUE","FALSE","FALSE",
"webkitAudioPannerNode#setOrientation","TRUE","FALSE","FALSE",
"webkitAudioPannerNode#setPosition","TRUE","FALSE","FALSE",
"webkitAudioPannerNode#setVelocity","TRUE","FALSE","FALSE",
"WebKitCSSMatrix#a","TRUE","FALSE","FALSE",
"WebKitCSSMatrix#b","TRUE","FALSE","FALSE",
"WebKitCSSMatrix#c","TRUE","FALSE","FALSE",
"WebKitCSSMatrix#d","TRUE","FALSE","FALSE",
"WebKitCSSMatrix#e","TRUE","FALSE","FALSE",
"WebKitCSSMatrix#f","TRUE","FALSE","FALSE",
"WebKitCSSMatrix#inverse","TRUE","FALSE","FALSE",
"WebKitCSSMatrix#m11","TRUE","FALSE","FALSE",
"WebKitCSSMatrix#m12","TRUE","FALSE","FALSE",
"WebKitCSSMatrix#m13","TRUE","FALSE","FALSE",
"WebKitCSSMatrix#m14","TRUE","FALSE","FALSE",
"WebKitCSSMatrix#m21","TRUE","FALSE","FALSE",
"WebKitCSSMatrix#m22","TRUE","FALSE","FALSE",
"WebKitCSSMatrix#m23","TRUE","FALSE","FALSE",
"WebKitCSSMatrix#m24","TRUE","FALSE","FALSE",
"WebKitCSSMatrix#m31","TRUE","FALSE","FALSE",
"WebKitCSSMatrix#m32","TRUE","FALSE","FALSE",
"WebKitCSSMatrix#m33","TRUE","FALSE","FALSE",
"WebKitCSSMatrix#m34","TRUE","FALSE","FALSE",
"WebKitCSSMatrix#m41","TRUE","FALSE","FALSE",
"WebKitCSSMatrix#m42","TRUE","FALSE","FALSE",
"WebKitCSSMatrix#m43","TRUE","FALSE","FALSE",
"WebKitCSSMatrix#m44","TRUE","FALSE","FALSE",
"WebKitCSSMatrix#multiply","TRUE","FALSE","FALSE",
"WebKitCSSMatrix#rotate","TRUE","FALSE","FALSE",
"WebKitCSSMatrix#rotateAxisAngle","TRUE","FALSE","FALSE",
"WebKitCSSMatrix#scale","TRUE","FALSE","FALSE",
"WebKitCSSMatrix#skewX","TRUE","FALSE","FALSE",
"WebKitCSSMatrix#skewY","TRUE","FALSE","FALSE",
"WebKitCSSMatrix#translate","TRUE","FALSE","FALSE",
"WebKitMediaKeyError#code","TRUE","FALSE","FALSE",
"WebKitMediaKeyError#systemCode","TRUE","FALSE","FALSE",
"WebKitMediaKeyMessageEvent#destinationURL","TRUE","FALSE","FALSE",
"WebKitMediaKeyMessageEvent#message","TRUE","FALSE","FALSE",
"WebKitMediaKeyNeededEvent#initData","TRUE","FALSE","FALSE",
"WebKitMediaKeys#createSession","TRUE","FALSE","FALSE",
"WebKitMediaKeys#isTypeSupported","TRUE","FALSE","FALSE",
"WebKitMediaKeys#keySystem","TRUE","FALSE","FALSE",
"WebKitMediaKeySession#close","TRUE","FALSE","FALSE",
"WebKitMediaKeySession#error","TRUE","FALSE","FALSE",
"WebKitMediaKeySession#keySystem","TRUE","FALSE","FALSE",
"WebKitMediaKeySession#onwebkitkeyadded","TRUE","FALSE","FALSE",
"WebKitMediaKeySession#onwebkitkeyerror","TRUE","FALSE","FALSE",
"WebKitMediaKeySession#onwebkitkeymessage","TRUE","FALSE","FALSE",
"WebKitMediaKeySession#sessionId","TRUE","FALSE","FALSE",
"WebKitMediaKeySession#update","TRUE","FALSE","FALSE",
"webkitMediaStream#active","FALSE","TRUE","FALSE",
"webkitMediaStream#addTrack","FALSE","TRUE","FALSE",
"webkitMediaStream#clone","FALSE","TRUE","FALSE",
"webkitMediaStream#getAudioTracks","FALSE","TRUE","FALSE",
"webkitMediaStream#getTrackById","FALSE","TRUE","FALSE",
"webkitMediaStream#getTracks","FALSE","TRUE","FALSE",
"webkitMediaStream#getVideoTracks","FALSE","TRUE","FALSE",
"webkitMediaStream#id","FALSE","TRUE","FALSE",
"webkitMediaStream#onactive","FALSE","TRUE","FALSE",
"webkitMediaStream#onaddtrack","FALSE","TRUE","FALSE",
"webkitMediaStream#oninactive","FALSE","TRUE","FALSE",
"webkitMediaStream#onremovetrack","FALSE","TRUE","FALSE",
"webkitMediaStream#removeTrack","FALSE","TRUE","FALSE",
"WebKitNamespace#messageHandlers","TRUE","FALSE","FALSE",
"WebKitPlaybackTargetAvailabilityEvent#availability","TRUE","FALSE","FALSE",
"WebKitPoint#x","TRUE","FALSE","FALSE",
"WebKitPoint#y","TRUE","FALSE","FALSE",
"webkitRTCPeerConnection#addIceCandidate","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#addStream","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#addTrack","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#addTransceiver","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#canTrickleIceCandidates","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#close","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#connectionState","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#createAnswer","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#createDataChannel","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#createDTMFSender","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#createOffer","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#currentLocalDescription","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#currentRemoteDescription","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#generateCertificate","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#getConfiguration","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#getLocalStreams","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#getReceivers","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#getRemoteStreams","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#getSenders","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#getStats","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#getTransceivers","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#iceConnectionState","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#iceGatheringState","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#localDescription","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#onaddstream","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#onconnectionstatechange","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#ondatachannel","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#onicecandidate","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#onicecandidateerror","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#oniceconnectionstatechange","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#onicegatheringstatechange","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#onnegotiationneeded","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#onremovestream","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#onsignalingstatechange","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#ontrack","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#pendingLocalDescription","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#pendingRemoteDescription","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#remoteDescription","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#removeStream","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#removeTrack","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#restartIce","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#sctp","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#setConfiguration","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#setLocalDescription","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#setRemoteDescription","FALSE","TRUE","FALSE",
"webkitRTCPeerConnection#signalingState","FALSE","TRUE","FALSE",
"webkitSpeechGrammar#src","FALSE","TRUE","FALSE",
"webkitSpeechGrammar#weight","FALSE","TRUE","FALSE",
"webkitSpeechGrammarList#addFromString","FALSE","TRUE","FALSE",
"webkitSpeechGrammarList#addFromUri","FALSE","TRUE","FALSE",
"webkitSpeechGrammarList#item","FALSE","TRUE","FALSE",
"webkitSpeechGrammarList#length","FALSE","TRUE","FALSE",
"webkitSpeechRecognition#abort","FALSE","TRUE","FALSE",
"webkitSpeechRecognition#continuous","FALSE","TRUE","FALSE",
"webkitSpeechRecognition#grammars","FALSE","TRUE","FALSE",
"webkitSpeechRecognition#interimResults","FALSE","TRUE","FALSE",
"webkitSpeechRecognition#lang","FALSE","TRUE","FALSE",
"webkitSpeechRecognition#maxAlternatives","FALSE","TRUE","FALSE",
"webkitSpeechRecognition#onaudioend","FALSE","TRUE","FALSE",
"webkitSpeechRecognition#onaudiostart","FALSE","TRUE","FALSE",
"webkitSpeechRecognition#onend","FALSE","TRUE","FALSE",
"webkitSpeechRecognition#onerror","FALSE","TRUE","FALSE",
"webkitSpeechRecognition#onnomatch","FALSE","TRUE","FALSE",
"webkitSpeechRecognition#onresult","FALSE","TRUE","FALSE",
"webkitSpeechRecognition#onsoundend","FALSE","TRUE","FALSE",
"webkitSpeechRecognition#onsoundstart","FALSE","TRUE","FALSE",
"webkitSpeechRecognition#onspeechend","FALSE","TRUE","FALSE",
"webkitSpeechRecognition#onspeechstart","FALSE","TRUE","FALSE",
"webkitSpeechRecognition#onstart","FALSE","TRUE","FALSE",
"webkitSpeechRecognition#start","FALSE","TRUE","FALSE",
"webkitSpeechRecognition#stop","FALSE","TRUE","FALSE",
"webkitSpeechRecognitionError#error","FALSE","TRUE","FALSE",
"webkitSpeechRecognitionError#message","FALSE","TRUE","FALSE",
"webkitSpeechRecognitionEvent#emma","FALSE","TRUE","FALSE",
"webkitSpeechRecognitionEvent#interpretation","FALSE","TRUE","FALSE",
"webkitSpeechRecognitionEvent#resultIndex","FALSE","TRUE","FALSE",
"webkitSpeechRecognitionEvent#results","FALSE","TRUE","FALSE",
"webkitStorageInfo#queryUsageAndQuota","FALSE","TRUE","FALSE",
"webkitStorageInfo#requestQuota","FALSE","TRUE","FALSE",
"WebKitTransitionEvent#elapsedTime","TRUE","FALSE","FALSE",
"WebKitTransitionEvent#propertyName","TRUE","FALSE","FALSE",
"WebKitTransitionEvent#pseudoElement","TRUE","FALSE","FALSE",
"WebSocket#URL","TRUE","FALSE","FALSE",
"WheelEvent#initWebKitWheelEvent","TRUE","FALSE","FALSE",
"WheelEvent#webkitDirectionInvertedFromDevice","TRUE","FALSE","FALSE",
"Window#AbsoluteOrientationSensor","FALSE","TRUE","FALSE",
"Window#AbstractRange","FALSE","FALSE","TRUE",
"Window#Accelerometer","FALSE","TRUE","FALSE",
"Window#ApplePayError","TRUE","FALSE","FALSE",
"Window#ApplePaySession","TRUE","FALSE","FALSE",
"Window#ApplePaySetup","TRUE","FALSE","FALSE",
"Window#ApplePaySetupFeature","TRUE","FALSE","FALSE",
"Window#ApplicationCache","TRUE","FALSE","FALSE",
"Window#AudioTrack","TRUE","FALSE","FALSE",
"Window#AudioTrackList","TRUE","FALSE","FALSE",
"Window#BackgroundFetchManager","FALSE","TRUE","FALSE",
"Window#BackgroundFetchRecord","FALSE","TRUE","FALSE",
"Window#BackgroundFetchRegistration","FALSE","TRUE","FALSE",
"Window#BarcodeDetector","FALSE","TRUE","FALSE",
"Window#BatteryManager","FALSE","TRUE","FALSE",
"Window#BeforeInstallPromptEvent","FALSE","TRUE","FALSE",
"Window#Bluetooth","FALSE","TRUE","FALSE",
"Window#BluetoothCharacteristicProperties","FALSE","TRUE","FALSE",
"Window#BluetoothDevice","FALSE","TRUE","FALSE",
"Window#BluetoothRemoteGATTCharacteristic","FALSE","TRUE","FALSE",
"Window#BluetoothRemoteGATTDescriptor","FALSE","TRUE","FALSE",
"Window#BluetoothRemoteGATTServer","FALSE","TRUE","FALSE",
"Window#BluetoothRemoteGATTService","FALSE","TRUE","FALSE",
"Window#BluetoothUUID","FALSE","TRUE","FALSE",
"Window#CanvasCaptureMediaStream","FALSE","FALSE","TRUE",
"Window#CaretPosition","FALSE","FALSE","TRUE",
"Window#chrome","FALSE","TRUE","FALSE",
"Window#CompressionStream","FALSE","TRUE","FALSE",
"Window#content","FALSE","FALSE","TRUE",
"Window#CookieChangeEvent","FALSE","TRUE","FALSE",
"Window#cookieStore","FALSE","TRUE","FALSE",
"Window#CookieStore","FALSE","TRUE","FALSE",
"Window#CookieStoreManager","FALSE","TRUE","FALSE",
"Window#Counter","TRUE","FALSE","FALSE",
"Window#CSS2Properties","FALSE","FALSE","TRUE",
"Window#CSSCounterStyleRule","FALSE","FALSE","TRUE",
"Window#CSSFontFeatureValuesRule","FALSE","FALSE","TRUE",
"Window#CSSImageValue","FALSE","TRUE","FALSE",
"Window#CSSKeywordValue","FALSE","TRUE","FALSE",
"Window#CSSMathInvert","FALSE","TRUE","FALSE",
"Window#CSSMathMax","FALSE","TRUE","FALSE",
"Window#CSSMathMin","FALSE","TRUE","FALSE",
"Window#CSSMathNegate","FALSE","TRUE","FALSE",
"Window#CSSMathProduct","FALSE","TRUE","FALSE",
"Window#CSSMathSum","FALSE","TRUE","FALSE",
"Window#CSSMathValue","FALSE","TRUE","FALSE",
"Window#CSSMatrixComponent","FALSE","TRUE","FALSE",
"Window#CSSMozDocumentRule","FALSE","FALSE","TRUE",
"Window#CSSNumericArray","FALSE","TRUE","FALSE",
"Window#CSSNumericValue","FALSE","TRUE","FALSE",
"Window#CSSPerspective","FALSE","TRUE","FALSE",
"Window#CSSPositionValue","FALSE","TRUE","FALSE",
"Window#CSSPrimitiveValue","TRUE","FALSE","FALSE",
"Window#CSSPropertyRule","FALSE","TRUE","FALSE",
"Window#CSSRotate","FALSE","TRUE","FALSE",
"Window#CSSScale","FALSE","TRUE","FALSE",
"Window#CSSSkew","FALSE","TRUE","FALSE",
"Window#CSSSkewX","FALSE","TRUE","FALSE",
"Window#CSSSkewY","FALSE","TRUE","FALSE",
"Window#CSSStyleValue","FALSE","TRUE","FALSE",
"Window#CSSTransformComponent","FALSE","TRUE","FALSE",
"Window#CSSTransformValue","FALSE","TRUE","FALSE",
"Window#CSSTranslate","FALSE","TRUE","FALSE",
"Window#CSSUnitValue","FALSE","TRUE","FALSE",
"Window#CSSUnparsedValue","FALSE","TRUE","FALSE",
"Window#CSSValue","TRUE","FALSE","FALSE",
"Window#CSSValueList","TRUE","FALSE","FALSE",
"Window#CSSVariableReferenceValue","FALSE","TRUE","FALSE",
"Window#DataCue","TRUE","FALSE","FALSE",
"Window#DecompressionStream","FALSE","TRUE","FALSE",
"Window#DeviceMotionEventAcceleration","FALSE","TRUE","FALSE",
"Window#DeviceMotionEventRotationRate","FALSE","TRUE","FALSE",
"Window#Directory","FALSE","FALSE","TRUE",
"Window#DOMError","FALSE","TRUE","FALSE",
"Window#DOMRequest","FALSE","FALSE","TRUE",
"Window#dump","FALSE","FALSE","TRUE",
"Window#ElementInternals","FALSE","TRUE","FALSE",
"Window#EnterPictureInPictureEvent","TRUE","FALSE","FALSE",
"Window#EventCounts","FALSE","TRUE","FALSE",
"Window#External","FALSE","TRUE","FALSE",
"Window#FeaturePolicy","FALSE","TRUE","FALSE",
"Window#FederatedCredential","FALSE","TRUE","FALSE",
"Window#FileSystemDirectoryHandle","FALSE","TRUE","FALSE",
"Window#FileSystemFileHandle","FALSE","TRUE","FALSE",
"Window#FileSystemHandle","FALSE","TRUE","FALSE",
"Window#FileSystemWritableFileStream","FALSE","TRUE","FALSE",
"Window#FragmentDirective","FALSE","TRUE","FALSE",
"Window#fullScreen","FALSE","FALSE","TRUE",
"Window#GamepadPose","FALSE","FALSE","TRUE",
"Window#GestureEvent","TRUE","FALSE","FALSE",
"Window#getDefaultComputedStyle","FALSE","FALSE","TRUE",
"Window#getMatchedCSSRules","TRUE","FALSE","FALSE",
"Window#Gyroscope","FALSE","TRUE","FALSE",
"Window#HTMLAppletElement","TRUE","FALSE","FALSE",
"Window#HTMLContentElement","FALSE","TRUE","FALSE",
"Window#HTMLDialogElement","FALSE","TRUE","FALSE",
"Window#HTMLMenuItemElement","FALSE","FALSE","TRUE",
"Window#HTMLShadowElement","FALSE","TRUE","FALSE",
"Window#IDBFileHandle","FALSE","FALSE","TRUE",
"Window#IDBFileRequest","FALSE","FALSE","TRUE",
"Window#IDBMutableFile","FALSE","FALSE","TRUE",
"Window#ImageCapture","FALSE","TRUE","FALSE",
"Window#InputDeviceCapabilities","FALSE","TRUE","FALSE",
"Window#InputDeviceInfo","FALSE","TRUE","FALSE",
"Window#InstallTrigger","FALSE","FALSE","TRUE",
"Window#InternalError","FALSE","FALSE","TRUE",
"Window#Keyboard","FALSE","TRUE","FALSE",
"Window#KeyboardLayoutMap","FALSE","TRUE","FALSE",
"Window#KeyEvent","FALSE","FALSE","TRUE",
"Window#LargestContentfulPaint","FALSE","TRUE","FALSE",
"Window#LayoutShift","FALSE","TRUE","FALSE",
"Window#LayoutShiftAttribution","FALSE","TRUE","FALSE",
"Window#LinearAccelerationSensor","FALSE","TRUE","FALSE",
"Window#Lock","FALSE","TRUE","FALSE",
"Window#LockManager","FALSE","TRUE","FALSE",
"Window#MathMLMathElement","TRUE","FALSE","FALSE",
"Window#MediaCapabilitiesInfo","FALSE","FALSE","TRUE",
"Window#MediaController","TRUE","FALSE","FALSE",
"Window#MediaKeyError","FALSE","FALSE","TRUE",
"Window#MediaRecorderErrorEvent","FALSE","FALSE","TRUE",
"Window#MediaStreamTrackAudioSourceNode","FALSE","FALSE","TRUE",
"Window#MerchantValidationEvent","TRUE","FALSE","FALSE",
"Window#MIDIAccess","FALSE","TRUE","FALSE",
"Window#MIDIConnectionEvent","FALSE","TRUE","FALSE",
"Window#MIDIInput","FALSE","TRUE","FALSE",
"Window#MIDIInputMap","FALSE","TRUE","FALSE",
"Window#MIDIMessageEvent","FALSE","TRUE","FALSE",
"Window#MIDIOutput","FALSE","TRUE","FALSE",
"Window#MIDIOutputMap","FALSE","TRUE","FALSE",
"Window#MIDIPort","FALSE","TRUE","FALSE",
"Window#MouseScrollEvent","FALSE","FALSE","TRUE",
"Window#mozInnerScreenX","FALSE","FALSE","TRUE",
"Window#mozInnerScreenY","FALSE","FALSE","TRUE",
"Window#mozRTCIceCandidate","FALSE","FALSE","TRUE",
"Window#mozRTCPeerConnection","FALSE","FALSE","TRUE",
"Window#mozRTCSessionDescription","FALSE","FALSE","TRUE",
"Window#NavigationPreloadManager","FALSE","TRUE","FALSE",
"Window#netscape","FALSE","FALSE","TRUE",
"Window#NetworkInformation","FALSE","TRUE","FALSE",
"Window#NotifyPaintEvent","FALSE","FALSE","TRUE",
"Window#OfflineResourceList","FALSE","FALSE","TRUE",
"Window#OffscreenCanvas","FALSE","TRUE","FALSE",
"Window#OffscreenCanvasRenderingContext2D","FALSE","TRUE","FALSE",
"Window#onabsolutedeviceorientation","FALSE","FALSE","TRUE",
"Window#onappinstalled","FALSE","TRUE","FALSE",
"Window#onbeforeinstallprompt","FALSE","TRUE","FALSE",
"Window#oncancel","FALSE","TRUE","FALSE",
"Window#ondevicelight","FALSE","FALSE","TRUE",
"Window#ondeviceorientationabsolute","FALSE","TRUE","FALSE",
"Window#ondeviceproximity","FALSE","FALSE","TRUE",
"Window#ondragexit","FALSE","FALSE","TRUE",
"Window#onloadend","FALSE","FALSE","TRUE",
"Window#onmozfullscreenchange","FALSE","FALSE","TRUE",
"Window#onmozfullscreenerror","FALSE","FALSE","TRUE",
"Window#onpointerrawupdate","FALSE","TRUE","FALSE",
"Window#onselectionchange","FALSE","TRUE","FALSE",
"Window#onshow","FALSE","FALSE","TRUE",
"Window#onuserproximity","FALSE","FALSE","TRUE",
"Window#onvrdisplayactivate","FALSE","FALSE","TRUE",
