"api","safari","chrome","firefox",
"document#URL","TRUE","TRUE","TRUE",
"Document#URL","TRUE","TRUE","TRUE",
"document#visibilityState","TRUE","TRUE","TRUE",
"Document#visibilityState","TRUE","TRUE","TRUE",
"document#vlinkColor","TRUE","TRUE","TRUE",
"Document#vlinkColor","TRUE","TRUE","TRUE",
"Document#write","TRUE","TRUE","TRUE",
"Document#writeln","TRUE","TRUE","TRUE",
"DocumentFragment#append","TRUE","TRUE","TRUE",
"DocumentFragment#childElementCount","TRUE","TRUE","TRUE",
"DocumentFragment#children","TRUE","TRUE","TRUE",
"DocumentFragment#firstElementChild","TRUE","TRUE","TRUE",
"DocumentFragment#getElementById","TRUE","TRUE","TRUE",
"DocumentFragment#lastElementChild","TRUE","TRUE","TRUE",
"DocumentFragment#prepend","TRUE","TRUE","TRUE",
"DocumentFragment#querySelector","TRUE","TRUE","TRUE",
"DocumentFragment#querySelectorAll","TRUE","TRUE","TRUE",
"DocumentType#after","TRUE","TRUE","TRUE",
"DocumentType#before","TRUE","TRUE","TRUE",
"DocumentType#name","TRUE","TRUE","TRUE",
"DocumentType#publicId","TRUE","TRUE","TRUE",
"DocumentType#remove","TRUE","TRUE","TRUE",
"DocumentType#replaceWith","TRUE","TRUE","TRUE",
"DocumentType#systemId","TRUE","TRUE","TRUE",
"DOMException#code","TRUE","TRUE","TRUE",
"DOMImplementation#createDocument","TRUE","TRUE","TRUE",
"DOMImplementation#createDocumentType","TRUE","TRUE","TRUE",
"DOMImplementation#createHTMLDocument","TRUE","TRUE","TRUE",
"DOMImplementation#hasFeature","TRUE","TRUE","TRUE",
"DOMMatrix#fromFloat32Array","TRUE","TRUE","TRUE",
"DOMMatrix#fromFloat64Array","TRUE","TRUE","TRUE",
"DOMMatrix#fromMatrix","TRUE","TRUE","TRUE",
"DOMMatrix#invertSelf","TRUE","TRUE","TRUE",
"DOMMatrix#multiplySelf","TRUE","TRUE","TRUE",
"DOMMatrix#preMultiplySelf","TRUE","TRUE","TRUE",
"DOMMatrix#rotateAxisAngleSelf","TRUE","TRUE","TRUE",
"DOMMatrix#rotateFromVectorSelf","TRUE","TRUE","TRUE",
"DOMMatrix#rotateSelf","TRUE","TRUE","TRUE",
"DOMMatrix#scale3dSelf","TRUE","TRUE","TRUE",
"DOMMatrix#scaleSelf","TRUE","TRUE","TRUE",
"DOMMatrix#setMatrixValue","TRUE","TRUE","TRUE",
"DOMMatrix#skewXSelf","TRUE","TRUE","TRUE",
"DOMMatrix#skewYSelf","TRUE","TRUE","TRUE",
"DOMMatrix#translateSelf","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#a","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#b","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#c","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#d","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#e","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#f","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#flipX","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#flipY","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#fromFloat32Array","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#fromFloat64Array","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#fromMatrix","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#inverse","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#is2D","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#isIdentity","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#m11","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#m12","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#m13","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#m14","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#m21","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#m22","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#m23","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#m24","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#m31","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#m32","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#m33","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#m34","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#m41","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#m42","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#m43","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#m44","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#multiply","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#rotate","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#rotateAxisAngle","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#rotateFromVector","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#scale","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#scale3d","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#skewX","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#skewY","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#toFloat32Array","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#toFloat64Array","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#toJSON","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#transformPoint","TRUE","TRUE","TRUE",
"DOMMatrixReadOnly#translate","TRUE","TRUE","TRUE",
"DOMParser#parseFromString","TRUE","TRUE","TRUE",
"DOMPoint#fromPoint","TRUE","TRUE","TRUE",
"DOMPointReadOnly#fromPoint","TRUE","TRUE","TRUE",
"DOMPointReadOnly#matrixTransform","TRUE","TRUE","TRUE",
"DOMPointReadOnly#toJSON","TRUE","TRUE","TRUE",
"DOMPointReadOnly#w","TRUE","TRUE","TRUE",
"DOMPointReadOnly#x","TRUE","TRUE","TRUE",
"DOMPointReadOnly#y","TRUE","TRUE","TRUE",
"DOMPointReadOnly#z","TRUE","TRUE","TRUE",
"DOMQuad#fromQuad","TRUE","TRUE","TRUE",
"DOMQuad#fromRect","TRUE","TRUE","TRUE",
"DOMQuad#getBounds","TRUE","TRUE","TRUE",
"DOMQuad#p1","TRUE","TRUE","TRUE",
"DOMQuad#p2","TRUE","TRUE","TRUE",
"DOMQuad#p3","TRUE","TRUE","TRUE",
"DOMQuad#p4","TRUE","TRUE","TRUE",
"DOMQuad#toJSON","TRUE","TRUE","TRUE",
"DOMRect#fromRect","TRUE","TRUE","TRUE",
"DOMRectList#item","TRUE","TRUE","TRUE",
"DOMRectList#length","TRUE","TRUE","TRUE",
"DOMRectReadOnly#bottom","TRUE","TRUE","TRUE",
"DOMRectReadOnly#fromRect","TRUE","TRUE","TRUE",
"DOMRectReadOnly#height","TRUE","TRUE","TRUE",
"DOMRectReadOnly#left","TRUE","TRUE","TRUE",
"DOMRectReadOnly#right","TRUE","TRUE","TRUE",
"DOMRectReadOnly#toJSON","TRUE","TRUE","TRUE",
"DOMRectReadOnly#top","TRUE","TRUE","TRUE",
"DOMRectReadOnly#width","TRUE","TRUE","TRUE",
"DOMRectReadOnly#x","TRUE","TRUE","TRUE",
"DOMRectReadOnly#y","TRUE","TRUE","TRUE",
"DOMStringList#contains","TRUE","TRUE","TRUE",
"DOMStringList#item","TRUE","TRUE","TRUE",
"DOMStringList#length","TRUE","TRUE","TRUE",
"DOMTokenList#add","TRUE","TRUE","TRUE",
"DOMTokenList#contains","TRUE","TRUE","TRUE",
"DOMTokenList#entries","TRUE","TRUE","TRUE",
"DOMTokenList#forEach","TRUE","TRUE","TRUE",
"DOMTokenList#item","TRUE","TRUE","TRUE",
"DOMTokenList#keys","TRUE","TRUE","TRUE",
"DOMTokenList#length","TRUE","TRUE","TRUE",
"DOMTokenList#remove","TRUE","TRUE","TRUE",
"DOMTokenList#replace","TRUE","TRUE","TRUE",
"DOMTokenList#supports","TRUE","TRUE","TRUE",
"DOMTokenList#toggle","TRUE","TRUE","TRUE",
"DOMTokenList#value","TRUE","TRUE","TRUE",
"DOMTokenList#values","TRUE","TRUE","TRUE",
"DragEvent#dataTransfer","TRUE","TRUE","TRUE",
"DynamicsCompressorNode#attack","TRUE","TRUE","TRUE",
"DynamicsCompressorNode#knee","TRUE","TRUE","TRUE",
"DynamicsCompressorNode#ratio","TRUE","TRUE","TRUE",
"DynamicsCompressorNode#reduction","TRUE","TRUE","TRUE",
"DynamicsCompressorNode#release","TRUE","TRUE","TRUE",
"DynamicsCompressorNode#threshold","TRUE","TRUE","TRUE",
"Element#after","TRUE","TRUE","TRUE",
"Element#animate","TRUE","TRUE","TRUE",
"Element#append","TRUE","TRUE","TRUE",
"Element#assignedSlot","TRUE","TRUE","TRUE",
"Element#attachShadow","TRUE","TRUE","TRUE",
"Element#attributes","TRUE","TRUE","TRUE",
"Element#before","TRUE","TRUE","TRUE",
"Element#childElementCount","TRUE","TRUE","TRUE",
"Element#children","TRUE","TRUE","TRUE",
"Element#classList","TRUE","TRUE","TRUE",
"Element#className","TRUE","TRUE","TRUE",
"Element#clientHeight","TRUE","TRUE","TRUE",
"Element#clientLeft","TRUE","TRUE","TRUE",
"Element#clientTop","TRUE","TRUE","TRUE",
"Element#clientWidth","TRUE","TRUE","TRUE",
"Element#closest","TRUE","TRUE","TRUE",
"Element#firstElementChild","TRUE","TRUE","TRUE",
"Element#getAnimations","TRUE","TRUE","TRUE",
"Element#getAttribute","TRUE","TRUE","TRUE",
"Element#getAttributeNames","TRUE","TRUE","TRUE",
"Element#getAttributeNode","TRUE","TRUE","TRUE",
"Element#getAttributeNodeNS","TRUE","TRUE","TRUE",
"Element#getAttributeNS","TRUE","TRUE","TRUE",
"Element#getBoundingClientRect","TRUE","TRUE","TRUE",
"Element#getClientRects","TRUE","TRUE","TRUE",
"Element#getElementsByClassName","TRUE","TRUE","TRUE",
"Element#getElementsByTagName","TRUE","TRUE","TRUE",
"Element#getElementsByTagNameNS","TRUE","TRUE","TRUE",
"Element#hasAttribute","TRUE","TRUE","TRUE",
"Element#hasAttributeNS","TRUE","TRUE","TRUE",
"Element#hasAttributes","TRUE","TRUE","TRUE",
"Element#hasPointerCapture","TRUE","TRUE","TRUE",
"Element#id","TRUE","TRUE","TRUE",
"Element#innerHTML","TRUE","TRUE","TRUE",
"Element#insertAdjacentElement","TRUE","TRUE","TRUE",
"Element#insertAdjacentHTML","TRUE","TRUE","TRUE",
"Element#insertAdjacentText","TRUE","TRUE","TRUE",
"Element#lastElementChild","TRUE","TRUE","TRUE",
"Element#localName","TRUE","TRUE","TRUE",
"Element#matches","TRUE","TRUE","TRUE",
"Element#namespaceURI","TRUE","TRUE","TRUE",
"Element#nextElementSibling","TRUE","TRUE","TRUE",
"Element#outerHTML","TRUE","TRUE","TRUE",
"Element#part","TRUE","TRUE","TRUE",
"Element#prefix","TRUE","TRUE","TRUE",
"Element#prepend","TRUE","TRUE","TRUE",
"Element#previousElementSibling","TRUE","TRUE","TRUE",
"Element#querySelector","TRUE","TRUE","TRUE",
"Element#querySelectorAll","TRUE","TRUE","TRUE",
"Element#releasePointerCapture","TRUE","TRUE","TRUE",
"Element#remove","TRUE","TRUE","TRUE",
"Element#removeAttribute","TRUE","TRUE","TRUE",
"Element#removeAttributeNode","TRUE","TRUE","TRUE",
"Element#removeAttributeNS","TRUE","TRUE","TRUE",
"Element#replaceWith","TRUE","TRUE","TRUE",
"Element#requestPointerLock","TRUE","TRUE","TRUE",
"Element#scroll","TRUE","TRUE","TRUE",
"Element#scrollBy","TRUE","TRUE","TRUE",
"Element#scrollHeight","TRUE","TRUE","TRUE",
"Element#scrollIntoView","TRUE","TRUE","TRUE",
"Element#scrollLeft","TRUE","TRUE","TRUE",
"Element#scrollTo","TRUE","TRUE","TRUE",
"Element#scrollTop","TRUE","TRUE","TRUE",
"Element#scrollWidth","TRUE","TRUE","TRUE",
"Element#setAttribute","TRUE","TRUE","TRUE",
"Element#setAttributeNode","TRUE","TRUE","TRUE",
"Element#setAttributeNodeNS","TRUE","TRUE","TRUE",
"Element#setAttributeNS","TRUE","TRUE","TRUE",
"Element#setPointerCapture","TRUE","TRUE","TRUE",
"Element#shadowRoot","TRUE","TRUE","TRUE",
"Element#slot","TRUE","TRUE","TRUE",
"Element#tagName","TRUE","TRUE","TRUE",
"Element#toggleAttribute","TRUE","TRUE","TRUE",
"Element#webkitMatchesSelector","TRUE","TRUE","TRUE",
"Error#message","TRUE","TRUE","TRUE",
"Error#name","TRUE","TRUE","TRUE",
"ErrorEvent#colno","TRUE","TRUE","TRUE",
"ErrorEvent#error","TRUE","TRUE","TRUE",
"ErrorEvent#filename","TRUE","TRUE","TRUE",
"ErrorEvent#lineno","TRUE","TRUE","TRUE",
"ErrorEvent#message","TRUE","TRUE","TRUE",
"event#altKey","TRUE","TRUE","TRUE",
"event#bubbles","TRUE","TRUE","TRUE",
"Event#bubbles","TRUE","TRUE","TRUE",
"event#button","TRUE","TRUE","TRUE",
"event#buttons","TRUE","TRUE","TRUE",
"event#cancelable","TRUE","TRUE","TRUE",
"Event#cancelable","TRUE","TRUE","TRUE",
"event#cancelBubble","TRUE","TRUE","TRUE",
"Event#cancelBubble","TRUE","TRUE","TRUE",
"event#clientX","TRUE","TRUE","TRUE",
"event#clientY","TRUE","TRUE","TRUE",
"event#composed","TRUE","TRUE","TRUE",
"Event#composed","TRUE","TRUE","TRUE",
"Event#composedPath","TRUE","TRUE","TRUE",
"event#ctrlKey","TRUE","TRUE","TRUE",
"event#currentTarget","TRUE","TRUE","TRUE",
"Event#currentTarget","TRUE","TRUE","TRUE",
"event#defaultPrevented","TRUE","TRUE","TRUE",
"Event#defaultPrevented","TRUE","TRUE","TRUE",
"event#detail","TRUE","TRUE","TRUE",
"event#eventPhase","TRUE","TRUE","TRUE",
"Event#eventPhase","TRUE","TRUE","TRUE",
"Event#initEvent","TRUE","TRUE","TRUE",
"event#isTrusted","TRUE","TRUE","TRUE",
"event#layerX","TRUE","TRUE","TRUE",
"event#layerY","TRUE","TRUE","TRUE",
"event#metaKey","TRUE","TRUE","TRUE",
"event#movementX","TRUE","TRUE","TRUE",
"event#movementY","TRUE","TRUE","TRUE",
"event#offsetX","TRUE","TRUE","TRUE",
"event#offsetY","TRUE","TRUE","TRUE",
"event#pageX","TRUE","TRUE","TRUE",
"event#pageY","TRUE","TRUE","TRUE",
"Event#preventDefault","TRUE","TRUE","TRUE",
"event#relatedTarget","TRUE","TRUE","TRUE",
"event#returnValue","TRUE","TRUE","TRUE",
"Event#returnValue","TRUE","TRUE","TRUE",
"event#screenX","TRUE","TRUE","TRUE",
"event#screenY","TRUE","TRUE","TRUE",
"event#shiftKey","TRUE","TRUE","TRUE",
"event#srcElement","TRUE","TRUE","TRUE",
"Event#srcElement","TRUE","TRUE","TRUE",
"Event#stopImmediatePropagation","TRUE","TRUE","TRUE",
"Event#stopPropagation","TRUE","TRUE","TRUE",
"event#target","TRUE","TRUE","TRUE",
"Event#target","TRUE","TRUE","TRUE",
"event#timeStamp","TRUE","TRUE","TRUE",
"Event#timeStamp","TRUE","TRUE","TRUE",
"event#type","TRUE","TRUE","TRUE",
"Event#type","TRUE","TRUE","TRUE",
"event#view","TRUE","TRUE","TRUE",
"event#which","TRUE","TRUE","TRUE",
"event#x","TRUE","TRUE","TRUE",
"event#y","TRUE","TRUE","TRUE",
"EventSource#close","TRUE","TRUE","TRUE",
"EventSource#onerror","TRUE","TRUE","TRUE",
"EventSource#onmessage","TRUE","TRUE","TRUE",
"EventSource#onopen","TRUE","TRUE","TRUE",
"EventSource#readyState","TRUE","TRUE","TRUE",
"EventSource#url","TRUE","TRUE","TRUE",
"EventSource#withCredentials","TRUE","TRUE","TRUE",
"EventTarget#addEventListener","TRUE","TRUE","TRUE",
"EventTarget#dispatchEvent","TRUE","TRUE","TRUE",
"EventTarget#removeEventListener","TRUE","TRUE","TRUE",
"File#lastModified","TRUE","TRUE","TRUE",
"File#name","TRUE","TRUE","TRUE",
"File#webkitRelativePath","TRUE","TRUE","TRUE",
"FileList#item","TRUE","TRUE","TRUE",
"FileList#length","TRUE","TRUE","TRUE",
"FileReader#abort","TRUE","TRUE","TRUE",
"FileReader#error","TRUE","TRUE","TRUE",
"FileReader#onabort","TRUE","TRUE","TRUE",
"FileReader#onerror","TRUE","TRUE","TRUE",
"FileReader#onload","TRUE","TRUE","TRUE",
"FileReader#onloadend","TRUE","TRUE","TRUE",
"FileReader#onloadstart","TRUE","TRUE","TRUE",
"FileReader#onprogress","TRUE","TRUE","TRUE",
"FileReader#readAsArrayBuffer","TRUE","TRUE","TRUE",
"FileReader#readAsBinaryString","TRUE","TRUE","TRUE",
"FileReader#readAsDataURL","TRUE","TRUE","TRUE",
"FileReader#readAsText","TRUE","TRUE","TRUE",
"FileReader#readyState","TRUE","TRUE","TRUE",
"FileReader#result","TRUE","TRUE","TRUE",
"FocusEvent#relatedTarget","TRUE","TRUE","TRUE",
"FontFace#display","TRUE","TRUE","TRUE",
"FontFace#family","TRUE","TRUE","TRUE",
"FontFace#featureSettings","TRUE","TRUE","TRUE",
"FontFace#load","TRUE","TRUE","TRUE",
"FontFace#loaded","TRUE","TRUE","TRUE",
"FontFace#status","TRUE","TRUE","TRUE",
"FontFace#stretch","TRUE","TRUE","TRUE",
"FontFace#style","TRUE","TRUE","TRUE",
"FontFace#unicodeRange","TRUE","TRUE","TRUE",
"FontFace#weight","TRUE","TRUE","TRUE",
"FormData#append","TRUE","TRUE","TRUE",
"FormData#delete","TRUE","TRUE","TRUE",
"FormData#entries","TRUE","TRUE","TRUE",
"FormData#forEach","TRUE","TRUE","TRUE",
"FormData#get","TRUE","TRUE","TRUE",
"FormData#getAll","TRUE","TRUE","TRUE",
"FormData#has","TRUE","TRUE","TRUE",
"FormData#keys","TRUE","TRUE","TRUE",
"FormData#set","TRUE","TRUE","TRUE",
"FormData#values","TRUE","TRUE","TRUE",
"Function#apply","TRUE","TRUE","TRUE",
"Function#arguments","TRUE","TRUE","TRUE",
"Function#bind","TRUE","TRUE","TRUE",
"Function#call","TRUE","TRUE","TRUE",
"Function#caller","TRUE","TRUE","TRUE",
"Function#length","TRUE","TRUE","TRUE",
"Function#name","TRUE","TRUE","TRUE",
"Function#prototype","TRUE","TRUE","TRUE",
"GainNode#gain","TRUE","TRUE","TRUE",
"Gamepad#axes","TRUE","TRUE","TRUE",
"Gamepad#buttons","TRUE","TRUE","TRUE",
"Gamepad#connected","TRUE","TRUE","TRUE",
"Gamepad#id","TRUE","TRUE","TRUE",
"Gamepad#index","TRUE","TRUE","TRUE",
"Gamepad#mapping","TRUE","TRUE","TRUE",
"Gamepad#timestamp","TRUE","TRUE","TRUE",
"GamepadButton#pressed","TRUE","TRUE","TRUE",
"GamepadButton#value","TRUE","TRUE","TRUE",
"GamepadEvent#gamepad","TRUE","TRUE","TRUE",
"Geolocation#clearWatch","TRUE","TRUE","TRUE",
"Geolocation#getCurrentPosition","TRUE","TRUE","TRUE",
"Geolocation#watchPosition","TRUE","TRUE","TRUE",
"GeolocationCoordinates#accuracy","TRUE","TRUE","TRUE",
"GeolocationCoordinates#altitude","TRUE","TRUE","TRUE",
"GeolocationCoordinates#altitudeAccuracy","TRUE","TRUE","TRUE",
"GeolocationCoordinates#heading","TRUE","TRUE","TRUE",
"GeolocationCoordinates#latitude","TRUE","TRUE","TRUE",
"GeolocationCoordinates#longitude","TRUE","TRUE","TRUE",
"GeolocationCoordinates#speed","TRUE","TRUE","TRUE",
"GeolocationPosition#coords","TRUE","TRUE","TRUE",
"GeolocationPosition#timestamp","TRUE","TRUE","TRUE",
"GeolocationPositionError#code","TRUE","TRUE","TRUE",
"GeolocationPositionError#message","TRUE","TRUE","TRUE",
"Global#value","TRUE","TRUE","TRUE",
"HashChangeEvent#newURL","TRUE","TRUE","TRUE",
"HashChangeEvent#oldURL","TRUE","TRUE","TRUE",
"Headers#append","TRUE","TRUE","TRUE",
"Headers#delete","TRUE","TRUE","TRUE",
"Headers#entries","TRUE","TRUE","TRUE",
"Headers#forEach","TRUE","TRUE","TRUE",
"Headers#get","TRUE","TRUE","TRUE",
"Headers#has","TRUE","TRUE","TRUE",
"Headers#keys","TRUE","TRUE","TRUE",
"Headers#set","TRUE","TRUE","TRUE",
"Headers#values","TRUE","TRUE","TRUE",
"History#back","TRUE","TRUE","TRUE",
"History#forward","TRUE","TRUE","TRUE",
"History#go","TRUE","TRUE","TRUE",
"History#length","TRUE","TRUE","TRUE",
"History#pushState","TRUE","TRUE","TRUE",
"History#replaceState","TRUE","TRUE","TRUE",
"history#scrollRestoration","TRUE","TRUE","TRUE",
"History#scrollRestoration","TRUE","TRUE","TRUE",
"history#state","TRUE","TRUE","TRUE",
"History#state","TRUE","TRUE","TRUE",
"HTMLAllCollection#item","TRUE","TRUE","TRUE",
"HTMLAllCollection#length","TRUE","TRUE","TRUE",
"HTMLAllCollection#namedItem","TRUE","TRUE","TRUE",
"HTMLAnchorElement#charset","TRUE","TRUE","TRUE",
"HTMLAnchorElement#coords","TRUE","TRUE","TRUE",
"HTMLAnchorElement#download","TRUE","TRUE","TRUE",
"HTMLAnchorElement#hash","TRUE","TRUE","TRUE",
"HTMLAnchorElement#host","TRUE","TRUE","TRUE",
"HTMLAnchorElement#hostname","TRUE","TRUE","TRUE",
"HTMLAnchorElement#href","TRUE","TRUE","TRUE",
"HTMLAnchorElement#hreflang","TRUE","TRUE","TRUE",
"HTMLAnchorElement#name","TRUE","TRUE","TRUE",
"HTMLAnchorElement#origin","TRUE","TRUE","TRUE",
"HTMLAnchorElement#password","TRUE","TRUE","TRUE",
"HTMLAnchorElement#pathname","TRUE","TRUE","TRUE",
"HTMLAnchorElement#ping","TRUE","TRUE","TRUE",
"HTMLAnchorElement#port","TRUE","TRUE","TRUE",
"HTMLAnchorElement#protocol","TRUE","TRUE","TRUE",
"HTMLAnchorElement#referrerPolicy","TRUE","TRUE","TRUE",
"HTMLAnchorElement#rel","TRUE","TRUE","TRUE",
"HTMLAnchorElement#relList","TRUE","TRUE","TRUE",
"HTMLAnchorElement#rev","TRUE","TRUE","TRUE",
"HTMLAnchorElement#search","TRUE","TRUE","TRUE",
"HTMLAnchorElement#shape","TRUE","TRUE","TRUE",
"HTMLAnchorElement#target","TRUE","TRUE","TRUE",
"HTMLAnchorElement#text","TRUE","TRUE","TRUE",
"HTMLAnchorElement#type","TRUE","TRUE","TRUE",
"HTMLAnchorElement#username","TRUE","TRUE","TRUE",
"HTMLAreaElement#alt","TRUE","TRUE","TRUE",
"HTMLAreaElement#coords","TRUE","TRUE","TRUE",
"HTMLAreaElement#download","TRUE","TRUE","TRUE",
"HTMLAreaElement#hash","TRUE","TRUE","TRUE",
"HTMLAreaElement#host","TRUE","TRUE","TRUE",
"HTMLAreaElement#hostname","TRUE","TRUE","TRUE",
"HTMLAreaElement#href","TRUE","TRUE","TRUE",
"HTMLAreaElement#noHref","TRUE","TRUE","TRUE",
"HTMLAreaElement#origin","TRUE","TRUE","TRUE",
"HTMLAreaElement#password","TRUE","TRUE","TRUE",
"HTMLAreaElement#pathname","TRUE","TRUE","TRUE",
"HTMLAreaElement#ping","TRUE","TRUE","TRUE",
"HTMLAreaElement#port","TRUE","TRUE","TRUE",
"HTMLAreaElement#protocol","TRUE","TRUE","TRUE",
"HTMLAreaElement#rel","TRUE","TRUE","TRUE",
"HTMLAreaElement#relList","TRUE","TRUE","TRUE",
"HTMLAreaElement#search","TRUE","TRUE","TRUE",
"HTMLAreaElement#shape","TRUE","TRUE","TRUE",
"HTMLAreaElement#target","TRUE","TRUE","TRUE",
"HTMLAreaElement#username","TRUE","TRUE","TRUE",
"HTMLBaseElement#href","TRUE","TRUE","TRUE",
"HTMLBaseElement#target","TRUE","TRUE","TRUE",
"HTMLBodyElement#aLink","TRUE","TRUE","TRUE",
"HTMLBodyElement#background","TRUE","TRUE","TRUE",
"HTMLBodyElement#bgColor","TRUE","TRUE","TRUE",
"HTMLBodyElement#link","TRUE","TRUE","TRUE",
"HTMLBodyElement#onafterprint","TRUE","TRUE","TRUE",
"HTMLBodyElement#onbeforeprint","TRUE","TRUE","TRUE",
"HTMLBodyElement#onbeforeunload","TRUE","TRUE","TRUE",
"HTMLBodyElement#onhashchange","TRUE","TRUE","TRUE",
"HTMLBodyElement#onlanguagechange","TRUE","TRUE","TRUE",
"HTMLBodyElement#onmessage","TRUE","TRUE","TRUE",
"HTMLBodyElement#onoffline","TRUE","TRUE","TRUE",
"HTMLBodyElement#ononline","TRUE","TRUE","TRUE",
"HTMLBodyElement#onpagehide","TRUE","TRUE","TRUE",
"HTMLBodyElement#onpageshow","TRUE","TRUE","TRUE",
"HTMLBodyElement#onpopstate","TRUE","TRUE","TRUE",
"HTMLBodyElement#onstorage","TRUE","TRUE","TRUE",
"HTMLBodyElement#onunload","TRUE","TRUE","TRUE",
"HTMLBodyElement#text","TRUE","TRUE","TRUE",
"HTMLBodyElement#vLink","TRUE","TRUE","TRUE",
"HTMLBRElement#clear","TRUE","TRUE","TRUE",
"HTMLButtonElement#checkValidity","TRUE","TRUE","TRUE",
"HTMLButtonElement#disabled","TRUE","TRUE","TRUE",
"HTMLButtonElement#form","TRUE","TRUE","TRUE",
"HTMLButtonElement#formAction","TRUE","TRUE","TRUE",
"HTMLButtonElement#formEnctype","TRUE","TRUE","TRUE",
"HTMLButtonElement#formMethod","TRUE","TRUE","TRUE",
"HTMLButtonElement#formNoValidate","TRUE","TRUE","TRUE",
"HTMLButtonElement#formTarget","TRUE","TRUE","TRUE",
"HTMLButtonElement#labels","TRUE","TRUE","TRUE",
"HTMLButtonElement#name","TRUE","TRUE","TRUE",
"HTMLButtonElement#reportValidity","TRUE","TRUE","TRUE",
"HTMLButtonElement#setCustomValidity","TRUE","TRUE","TRUE",
"HTMLButtonElement#type","TRUE","TRUE","TRUE",
"HTMLButtonElement#validationMessage","TRUE","TRUE","TRUE",
"HTMLButtonElement#validity","TRUE","TRUE","TRUE",
"HTMLButtonElement#value","TRUE","TRUE","TRUE",
"HTMLButtonElement#willValidate","TRUE","TRUE","TRUE",
"HTMLCanvasElement#captureStream","TRUE","TRUE","TRUE",
"HTMLCanvasElement#getContext","TRUE","TRUE","TRUE",
"HTMLCanvasElement#height","TRUE","TRUE","TRUE",
"HTMLCanvasElement#toBlob","TRUE","TRUE","TRUE",
"HTMLCanvasElement#toDataURL","TRUE","TRUE","TRUE",
"HTMLCanvasElement#width","TRUE","TRUE","TRUE",
"HTMLCollection#browser-name","TRUE","TRUE","TRUE",
"HTMLCollection#browser-version","TRUE","TRUE","TRUE",
"HTMLCollection#collect","TRUE","TRUE","TRUE",
"HTMLCollection#data","TRUE","TRUE","TRUE",
"HTMLCollection#item","TRUE","TRUE","TRUE",
"HTMLCollection#length","TRUE","TRUE","TRUE",
"HTMLCollection#namedItem","TRUE","TRUE","TRUE",
"HTMLCollection#platform-name","TRUE","TRUE","TRUE",
"HTMLCollection#platform-version","TRUE","TRUE","TRUE",
"HTMLCollection#send","TRUE","TRUE","TRUE",
"HTMLCollection#status","TRUE","TRUE","TRUE",
"HTMLCollection#viewport","TRUE","TRUE","TRUE",
"HTMLDataElement#value","TRUE","TRUE","TRUE",
"HTMLDataListElement#options","TRUE","TRUE","TRUE",
"HTMLDetailsElement#open","TRUE","TRUE","TRUE",
"HTMLDirectoryElement#compact","TRUE","TRUE","TRUE",
"HTMLDivElement#align","TRUE","TRUE","TRUE",
"HTMLDListElement#compact","TRUE","TRUE","TRUE",
"HTMLDocument#activeElement","TRUE","TRUE","TRUE",
"HTMLDocument#alinkColor","TRUE","TRUE","TRUE",
"HTMLDocument#all","TRUE","TRUE","TRUE",
